OID_,latitude,longitude,location,speed_mph,name,timestamp
10740,43.06644882,-76.14339444,"101 Grassman Avenue, Syracuse, NY, 13208",4,SW 5,2/5/2022 16:24:10
10741,43.05653829,-76.19774767,"1027 Avery Avenue, Syracuse, NY, 13204",0,SW 2,2/5/2022 16:24:13
10742,43.06641634,-76.14340758,"101 Grassman Avenue, Syracuse, NY, 13208",1,SW 5,2/5/2022 16:24:15
10743,43.05355575,-76.10332331,"Erie Boulevard Southern Sidewalk, Syracuse, NY, 13224-1110",10,SW 3,2/5/2022 16:24:16
10744,43.05657771,-76.19777842,"1027 Avery Avenue, Syracuse, NY, 13204",1,SW 2,2/5/2022 16:24:20
10745,43.0664438,-76.14347532,"101 Grassman Avenue, Syracuse, NY, 13208",3,SW 5,2/5/2022 16:24:20
10746,43.02454819,-76.15111118,"1428 Midland Avenue, Syracuse, NY, 13205",4,SW 1,2/5/2022 16:24:22
10747,43.05352105,-76.10371611,"Erie Boulevard Southern Sidewalk, Syracuse, NY, 13224-1110",10,SW 3,2/5/2022 16:24:24
10748,43.06661761,-76.1434473,"1209 Butternut Street, Syracuse, NY, 13208",8,SW 5,2/5/2022 16:24:25
10749,43.053498,-76.1039906,"2500 Erie Boulevard East, Syracuse, NY, 13224",3,SW 3,2/5/2022 16:24:30
10750,43.0565878,-76.19780704,"1027 Avery Avenue, Syracuse, NY, 13204",4,SW 2,2/5/2022 16:24:32
10751,43.06689298,-76.14344383,"1211 Butternut Street, Syracuse, NY, 13208",8,SW 5,2/5/2022 16:24:35
10752,43.02481503,-76.15118519,"1424 Midland Avenue, Syracuse, NY, 13205",4,SW 1,2/5/2022 16:24:37
10753,43.05664651,-76.19788456,"405 Chemung Street, Syracuse, NY, 13204",3,SW 2,2/5/2022 16:24:38
10754,43.05346576,-76.1041353,"Erie Boulevard Southern Sidewalk, Syracuse, NY, 13224-1110",6,SW 3,2/5/2022 16:24:43
10755,43.06718519,-76.14343175,"109 1st North Street, Syracuse, NY, 13208",7,SW 5,2/5/2022 16:24:44
10756,43.05675936,-76.19787678,"405 Chemung Street, Syracuse, NY, 13204",4,SW 2,2/5/2022 16:24:45
10757,43.05347396,-76.10405321,"Erie Boulevard Southern Sidewalk, Syracuse, NY, 13224-1110",1,SW 3,2/5/2022 16:24:49
10758,43.05679864,-76.19794428,"1101 Avery Avenue, Syracuse, NY, 13204",0,SW 2,2/5/2022 16:24:51
10759,43.0250723,-76.15130024,"1412 Midland Avenue, Syracuse, NY, 13205",3,SW 1,2/5/2022 16:24:51
10760,43.06746464,-76.14342155,"1221 Butternut Street, Syracuse, NY, 13208",7,SW 5,2/5/2022 16:24:54
10761,43.05347261,-76.10427258,"2442 Erie Boulevard East, Syracuse, NY, 13224",5,SW 3,2/5/2022 16:24:55
10762,43.05680254,-76.19793903,"1101 Avery Avenue, Syracuse, NY, 13204",1,SW 2,2/5/2022 16:24:56
10763,43.0677383,-76.14342824,"1225 Butternut Street, Syracuse, NY, 13208",10,SW 5,2/5/2022 16:25:02
10764,43.05682967,-76.19799277,"1101 Avery Avenue, Syracuse, NY, 13204",4,SW 2,2/5/2022 16:25:03
10765,43.05341546,-76.10466504,"Erie Boulevard Southern Sidewalk, Syracuse, NY, 13224-1110",8,SW 3,2/5/2022 16:25:04
10766,43.02534671,-76.15139652,"1402 Midland Avenue, Syracuse, NY, 13205",4,SW 1,2/5/2022 16:25:08
10767,43.05695809,-76.19805419,"1111 Avery Avenue, Syracuse, NY, 13204",5,SW 2,2/5/2022 16:25:09
10768,43.06803889,-76.14343028,"1231 Butternut Street, Syracuse, NY, 13208",10,SW 5,2/5/2022 16:25:10
10769,43.05338819,-76.10497926,"2442 Erie Boulevard East, Syracuse, NY, 13224",3,SW 3,2/5/2022 16:25:11
10770,43.05339116,-76.1053049,"2410 Erie Boulevard East, Syracuse, NY, 13224",11,SW 3,2/5/2022 16:25:17
10771,43.06829987,-76.14344157,"111 Griffiths Street, Syracuse, NY, 13208",4,SW 5,2/5/2022 16:25:19
10772,43.0572321,-76.19815515,"1113 Avery Avenue, Syracuse, NY, 13204",8,SW 2,2/5/2022 16:25:22
10773,43.05332047,-76.10566856,"2410 Erie Boulevard East, Syracuse, NY, 13224",8,SW 3,2/5/2022 16:25:24
10774,43.02560945,-76.15149713,"1330 Midland Avenue, Syracuse, NY, 13205",4,SW 1,2/5/2022 16:25:28
10775,43.05737488,-76.19823837,"1118 Avery Avenue, Syracuse, NY, 13204",3,SW 2,2/5/2022 16:25:28
10776,43.06857081,-76.14342115,"1303 Butternut Street, Syracuse, NY, 13208",7,SW 5,2/5/2022 16:25:29
10777,43.05732233,-76.19828418,"101 Morgan Avenue, Syracuse, NY, 13204",1,SW 2,2/5/2022 16:25:33
10778,43.05327402,-76.10606979,"2406 Erie Boulevard East, Syracuse, NY, 13224",9,SW 3,2/5/2022 16:25:36
10779,43.06886074,-76.14341863,"1307 Butternut Street, Syracuse, NY, 13208",6,SW 5,2/5/2022 16:25:38
10780,43.05735401,-76.19829272,"1125 Avery Avenue, Syracuse, NY, 13204",2,SW 2,2/5/2022 16:25:39
10781,43.05322176,-76.10643908,"2324 Erie Boulevard East, Syracuse, NY, 13224",11,SW 3,2/5/2022 16:25:41
10782,43.0258795,-76.15160571,"1318 Midland Avenue, Syracuse, NY, 13205",3,SW 1,2/5/2022 16:25:44
10783,43.0573026,-76.1983189,"101 Morgan Avenue, Syracuse, NY, 13204",3,SW 2,2/5/2022 16:25:45
10784,43.06915528,-76.14339445,"1317 Butternut Street, Syracuse, NY, 13208",7,SW 5,2/5/2022 16:25:47
10785,43.05320302,-76.10658159,"2324 Erie Boulevard East, Syracuse, NY, 13224",0,SW 3,2/5/2022 16:25:47
10786,43.05320598,-76.10655094,"2324 Erie Boulevard East, Syracuse, NY, 13224",3,SW 3,2/5/2022 16:25:52
10787,43.05731455,-76.19830655,"101 Morgan Avenue, Syracuse, NY, 13204",0,SW 2,2/5/2022 16:25:53
10788,43.05318818,-76.10660044,"Erie Boulevard Southern Sidewalk, Syracuse, NY, 13224-1110",2,SW 3,2/5/2022 16:25:57
10789,43.06945077,-76.14338777,"1319 Butternut Street, Syracuse, NY, 13208",6,SW 5,2/5/2022 16:25:58
10790,43.05728186,-76.19829888,"101 Morgan Avenue, Syracuse, NY, 13204",1,SW 2,2/5/2022 16:25:59
10791,43.02614665,-76.15170063,"1310 Midland Avenue, Syracuse, NY, 13205",3,SW 1,2/5/2022 16:26:01
10792,43.05319122,-76.10653773,"Erie Boulevard Southern Sidewalk, Syracuse, NY, 13224-1110",3,SW 3,2/5/2022 16:26:03
10793,43.05732011,-76.19829686,"101 Morgan Avenue, Syracuse, NY, 13204",2,SW 2,2/5/2022 16:26:04
10794,43.05313825,-76.10668379,"Erie Boulevard Southern Sidewalk, Syracuse, NY, 13224-1110",7,SW 3,2/5/2022 16:26:08
10795,43.06972431,-76.14337551,"1325 Butternut Street, Syracuse, NY, 13208",5,SW 5,2/5/2022 16:26:08
10796,43.05733618,-76.19831262,"101 Morgan Avenue, Syracuse, NY, 13204",1,SW 2,2/5/2022 16:26:12
10797,43.05313463,-76.10707434,"Erie Boulevard Southern Sidewalk, Syracuse, NY, 13224-1110",11,SW 3,2/5/2022 16:26:14
10798,43.02642906,-76.15178361,"284 West Borden Avenue, Syracuse, NY, 13205",5,SW 1,2/5/2022 16:26:16
10799,43.07002026,-76.14337875,"1331 Butternut Street, Syracuse, NY, 13208",7,SW 5,2/5/2022 16:26:17
10800,43.05739756,-76.1983741,"1125 Avery Avenue, Syracuse, NY, 13204",3,SW 2,2/5/2022 16:26:19
10801,43.05309366,-76.1074488,"2204 Erie Boulevard East, Syracuse, NY, 13224",8,SW 3,2/5/2022 16:26:22
10802,43.07029246,-76.14336577,"101 Williston Avenue, Syracuse, NY, 13208",3,SW 5,2/5/2022 16:26:26
10803,43.0267015,-76.151903,"1217 Midland Avenue, Syracuse, NY, 13205",5,SW 1,2/5/2022 16:26:29
10804,43.05304616,-76.10785466,"2204 Erie Boulevard East, Syracuse, NY, 13224",9,SW 3,2/5/2022 16:26:30
10805,43.05765017,-76.19853874,"1135 Avery Avenue, Syracuse, NY, 13204",4,SW 2,2/5/2022 16:26:35
10806,43.05298656,-76.10823788,"Erie Boulevard Southern Sidewalk, Syracuse, NY, 13224-1110",13,SW 3,2/5/2022 16:26:36
10807,43.07057207,-76.14329408,"1337 Butternut Street, Syracuse, NY, 13208",7,SW 5,2/5/2022 16:26:38
10808,43.02698307,-76.15201244,"1212 Midland Avenue, Syracuse, NY, 13205",5,SW 1,2/5/2022 16:26:41
10809,43.05295157,-76.10853685,"Erie Boulevard Southern Sidewalk, Syracuse, NY, 13224-1110",7,SW 3,2/5/2022 16:26:42
10810,43.07085345,-76.14321408,"1343 Butternut Street, Syracuse, NY, 13208",7,SW 5,2/5/2022 16:26:47
10811,43.05790259,-76.19868947,"1201 Avery Avenue, Syracuse, NY, 13204",3,SW 2,2/5/2022 16:26:50
10812,43.05289829,-76.10893472,"Erie Boulevard Southern Sidewalk, Syracuse, NY, 13224-1110",9,SW 3,2/5/2022 16:26:53
10813,43.0579173,-76.19871202,"1201 Avery Avenue, Syracuse, NY, 13204",0,SW 2,2/5/2022 16:26:55
10814,43.02725412,-76.15211509,"1202 Midland Avenue, Syracuse, NY, 13205",4,SW 1,2/5/2022 16:26:55
10815,43.0711359,-76.14311683,"113 Warham Street, Syracuse, NY, 13208",5,SW 5,2/5/2022 16:26:55
10816,43.05285477,-76.10934016,"Erie Boulevard Southern Sidewalk, Syracuse, NY, 13224-1110",9,SW 3,2/5/2022 16:27:00
10817,43.05788972,-76.19867299,"101 Kincaid Avenue, Syracuse, NY, 13204",1,SW 2,2/5/2022 16:27:00
10818,43.05792003,-76.19872148,"1201 Avery Avenue, Syracuse, NY, 13204",1,SW 2,2/5/2022 16:27:05
10819,43.05284114,-76.10950207,"Erie Boulevard Southern Sidewalk, Syracuse, NY, 13224-1110",2,SW 3,2/5/2022 16:27:05
10820,43.07141689,-76.14303166,"1409 Butternut Street, Syracuse, NY, 13208",7,SW 5,2/5/2022 16:27:06
10821,43.02746546,-76.15218172,"1124 Midland Avenue, Syracuse, NY, 13205",0,SW 1,2/5/2022 16:27:11
10822,43.05791072,-76.19872539,"1201 Avery Avenue, Syracuse, NY, 13204",0,SW 2,2/5/2022 16:27:12
10823,43.05284992,-76.10946707,"Erie Boulevard Southern Sidewalk, Syracuse, NY, 13224-1110",3,SW 3,2/5/2022 16:27:12
10824,43.07168562,-76.14296846,"1415 Butternut Street, Syracuse, NY, 13208",5,SW 5,2/5/2022 16:27:14
10825,43.02742563,-76.15217668,"300 Mc Lennan Avenue, Syracuse, NY, 13205",2,SW 1,2/5/2022 16:27:17
10826,43.05284854,-76.10946847,"Erie Boulevard Southern Sidewalk, Syracuse, NY, 13224-1110",3,SW 3,2/5/2022 16:27:17
10827,43.07169792,-76.14296732,"1415 Butternut Street, Syracuse, NY, 13208",0,SW 5,2/5/2022 16:27:20
10828,43.05787224,-76.19869483,"101 Kincaid Avenue, Syracuse, NY, 13204",3,SW 2,2/5/2022 16:27:20
10829,43.05283441,-76.10961732,"2156 Erie Boulevard East, Syracuse, NY, 13224",6,SW 3,2/5/2022 16:27:22
10830,43.02741317,-76.15219349,"300 Mc Lennan Avenue, Syracuse, NY, 13205",1,SW 1,2/5/2022 16:27:23
10831,43.07169398,-76.14291147,"1415 Butternut Street, Syracuse, NY, 13208",3,SW 5,2/5/2022 16:27:25
10832,43.0579416,-76.19872595,"1201 Avery Avenue, Syracuse, NY, 13204",1,SW 2,2/5/2022 16:27:26
10833,43.02738136,-76.1521614,"301 Mc Lennan Avenue, Syracuse, NY, 13205",1,SW 1,2/5/2022 16:27:29
10834,43.07182507,-76.14280642,"1416 Butternut Street, Syracuse, NY, 13208",11,SW 5,2/5/2022 16:27:30
10835,43.05792035,-76.19870739,"1201 Avery Avenue, Syracuse, NY, 13204",2,SW 2,2/5/2022 16:27:32
10836,43.05275148,-76.10999292,"Erie Boulevard Southern Sidewalk, Syracuse, NY, 13224-1110",6,SW 3,2/5/2022 16:27:33
10837,43.02742818,-76.15214608,"300 Mc Lennan Avenue, Syracuse, NY, 13205",1,SW 1,2/5/2022 16:27:35
10838,43.07195746,-76.14287946,"14121 Butternut Street, Syracuse, NY, 13208",0,SW 5,2/5/2022 16:27:36
10839,43.02744605,-76.15218084,"300 Mc Lennan Avenue, Syracuse, NY, 13205",0,SW 1,2/5/2022 16:27:40
10840,43.05790642,-76.19869544,"1201 Avery Avenue, Syracuse, NY, 13204",2,SW 2,2/5/2022 16:27:41
10841,43.07208244,-76.14282986,"1423 Butternut Street, Syracuse, NY, 13208",5,SW 5,2/5/2022 16:27:43
10842,43.05267173,-76.11037351,"2156 Erie Boulevard East, Syracuse, NY, 13224",7,SW 3,2/5/2022 16:27:45
10843,43.05797127,-76.19873744,"1201 Avery Avenue, Syracuse, NY, 13204",0,SW 2,2/5/2022 16:27:47
10844,43.02752218,-76.15223088,"1124 Midland Avenue, Syracuse, NY, 13205",3,SW 1,2/5/2022 16:27:49
10845,43.07234902,-76.1427567,"1429 Butternut Street, Syracuse, NY, 13208",7,SW 5,2/5/2022 16:27:52
10846,43.05255572,-76.11072065,"2140 Erie Boulevard East, Syracuse, NY, 13224",8,SW 3,2/5/2022 16:27:53
10847,43.05795914,-76.19872283,"1201 Avery Avenue, Syracuse, NY, 13204",0,SW 2,2/5/2022 16:27:53
10848,43.07247477,-76.14274785,"2008 Grant Boulevard, Syracuse, NY, 13208",5,SW 5,2/5/2022 16:27:57
10849,43.05795576,-76.19871983,"1201 Avery Avenue, Syracuse, NY, 13204",1,SW 2,2/5/2022 16:28:00
10850,43.05241728,-76.11105986,"2136 Erie Boulevard East, Syracuse, NY, 13224",7,SW 3,2/5/2022 16:28:01
10851,43.02778699,-76.15232677,"1112 Midland Avenue, Syracuse, NY, 13205",3,SW 1,2/5/2022 16:28:05
10852,43.07264569,-76.14245766,"1501 Butternut Street, Syracuse, NY, 13208",4,SW 5,2/5/2022 16:28:07
10853,43.05797644,-76.19872644,"1201 Avery Avenue, Syracuse, NY, 13204",2,SW 2,2/5/2022 16:28:07
10854,43.05226427,-76.11142551,"2112 Erie Boulevard East, Syracuse, NY, 13224",9,SW 3,2/5/2022 16:28:10
10855,43.05800705,-76.19875264,"1201 Avery Avenue, Syracuse, NY, 13204",1,SW 2,2/5/2022 16:28:12
10856,43.07260451,-76.14233697,"1510 Butternut Street, Syracuse, NY, 13208",5,SW 5,2/5/2022 16:28:12
10857,43.0521236,-76.11174727,"2112 Erie Boulevard East, Syracuse, NY, 13224",10,SW 3,2/5/2022 16:28:17
10858,43.072529,-76.14227484,"1510 Butternut Street, Syracuse, NY, 13208",4,SW 5,2/5/2022 16:28:18
10859,43.05799317,-76.19873761,"1201 Avery Avenue, Syracuse, NY, 13204",2,SW 2,2/5/2022 16:28:19
10860,43.02805247,-76.15239877,"1106 Midland Avenue, Syracuse, NY, 13205",4,SW 1,2/5/2022 16:28:22
10861,43.07249851,-76.14229812,"1510 Butternut Street, Syracuse, NY, 13208",0,SW 5,2/5/2022 16:28:23
10862,43.05197413,-76.11208747,"Erie Boulevard Southern Sidewalk, Syracuse, NY, 13224-1110",8,SW 3,2/5/2022 16:28:25
10863,43.05794683,-76.19870747,"1201 Avery Avenue, Syracuse, NY, 13204",0,SW 2,2/5/2022 16:28:29
10864,43.05183537,-76.11242018,"Erie Boulevard Southern Sidewalk, Syracuse, NY, 13224-1110",9,SW 3,2/5/2022 16:28:33
10865,43.05795608,-76.19870264,"1201 Avery Avenue, Syracuse, NY, 13204",2,SW 2,2/5/2022 16:28:35
10866,43.05169868,-76.11274356,"Erie Boulevard Southern Sidewalk, Syracuse, NY, 13224-1110",9,SW 3,2/5/2022 16:28:40
10867,43.05799281,-76.19874046,"1201 Avery Avenue, Syracuse, NY, 13204",0,SW 2,2/5/2022 16:28:41
10868,43.02831474,-76.15251523,"310 Kirk Avenue, Syracuse, NY, 13205",2,SW 1,2/5/2022 16:28:41
10869,43.05155557,-76.11310135,"Erie Boulevard Southern Sidewalk, Syracuse, NY, 13224-1110",10,SW 3,2/5/2022 16:28:47
10870,43.05798345,-76.19873437,"1201 Avery Avenue, Syracuse, NY, 13204",0,SW 2,2/5/2022 16:28:48
10871,43.05148225,-76.11337512,"Erie Boulevard Southern Sidewalk, Syracuse, NY, 13224-1110",4,SW 3,2/5/2022 16:28:53
10872,43.0579431,-76.19870899,"1201 Avery Avenue, Syracuse, NY, 13204",2,SW 2,2/5/2022 16:28:53
10873,43.05146095,-76.11342491,"Erie Boulevard Southern Sidewalk, Syracuse, NY, 13224-1110",0,SW 3,2/5/2022 16:28:59
10874,43.02858182,-76.15261931,"1036 Midland Avenue, Syracuse, NY, 13205",4,SW 1,2/5/2022 16:29:00
10875,43.05789934,-76.19868502,"1201 Avery Avenue, Syracuse, NY, 13204",0,SW 2,2/5/2022 16:29:01
10876,43.02884398,-76.15272993,"1026 Midland Avenue, Syracuse, NY, 13205",3,SW 1,2/5/2022 16:29:17
10877,43.02911746,-76.15284884,"1008 Midland Avenue, Syracuse, NY, 13205",3,SW 1,2/5/2022 16:29:32
10878,43.02932469,-76.15293353,"300 West Kennedy Street, Syracuse, NY, 13205",0,SW 1,2/5/2022 16:29:53
10879,43.02935544,-76.15293515,"300 West Kennedy Street, Syracuse, NY, 13205",3,SW 1,2/5/2022 16:29:58
10880,43.02943271,-76.15296572,"943 Midland Avenue, Syracuse, NY, 13205",0,SW 1,2/5/2022 16:30:05
10881,43.02939646,-76.15295566,"300 West Kennedy Street, Syracuse, NY, 13205",2,SW 1,2/5/2022 16:30:10
10882,43.05792952,-76.19876106,"1201 Avery Avenue, Syracuse, NY, 13204",1,SW 2,2/5/2022 16:30:12
10883,43.0579097,-76.19874309,"102 Kincaid Avenue, Syracuse, NY, 13204",0,SW 2,2/5/2022 16:30:17
10884,43.02941887,-76.15293155,"945 Midland Avenue, Syracuse, NY, 13205",3,SW 1,2/5/2022 16:30:17
10885,43.05795104,-76.19876682,"1201 Avery Avenue, Syracuse, NY, 13204",3,SW 2,2/5/2022 16:30:22
10886,43.02952975,-76.1529539,"943 Midland Avenue, Syracuse, NY, 13205",5,SW 1,2/5/2022 16:30:23
10887,43.05802852,-76.19879481,"1201 Avery Avenue, Syracuse, NY, 13204",0,SW 2,2/5/2022 16:30:30
10888,43.05802685,-76.19877638,"1201 Avery Avenue, Syracuse, NY, 13204",1,SW 2,2/5/2022 16:30:35
10889,43.02970122,-76.15303652,"936 Midland Avenue, Syracuse, NY, 13205",5,SW 1,2/5/2022 16:30:40
10890,43.05800801,-76.1987602,"1201 Avery Avenue, Syracuse, NY, 13204",0,SW 2,2/5/2022 16:30:41
10891,43.0298676,-76.15310551,"927 Midland Avenue, Syracuse, NY, 13205",7,SW 1,2/5/2022 16:30:46
10892,43.05801742,-76.19876845,"1201 Avery Avenue, Syracuse, NY, 13204",2,SW 2,2/5/2022 16:30:47
10893,43.05799244,-76.19874684,"1201 Avery Avenue, Syracuse, NY, 13204",0,SW 2,2/5/2022 16:30:52
10894,43.02999582,-76.15320794,"917 Midland Avenue, Syracuse, NY, 13205",3,SW 1,2/5/2022 16:30:52
10895,43.05804477,-76.19877635,"1201 Avery Avenue, Syracuse, NY, 13204",3,SW 2,2/5/2022 16:30:58
10896,43.03001717,-76.15328247,"918 Midland Avenue, Syracuse, NY, 13205",2,SW 1,2/5/2022 16:31:01
10897,43.07251903,-76.1423071,"1510 Butternut Street, Syracuse, NY, 13208",0,SW 5,2/5/2022 16:31:10
10898,43.05829098,-76.19895782,"102 Warner Court, Syracuse, NY, 13204",5,SW 2,2/5/2022 16:31:11
10899,43.07252547,-76.1423082,"1510 Butternut Street, Syracuse, NY, 13208",0,SW 5,2/5/2022 16:31:16
10900,43.05836202,-76.1990031,"102 Warner Court, Syracuse, NY, 13204",2,SW 2,2/5/2022 16:31:16
10901,43.03028688,-76.15339595,"912 Midland Avenue, Syracuse, NY, 13205",3,SW 1,2/5/2022 16:31:20
10902,43.05845447,-76.19905478,"1213 Avery Avenue, Syracuse, NY, 13204",3,SW 2,2/5/2022 16:31:23
10903,43.072543,-76.14230957,"1510 Butternut Street, Syracuse, NY, 13208",0,SW 5,2/5/2022 16:31:24
10904,43.07254382,-76.14230256,"1510 Butternut Street, Syracuse, NY, 13208",0,SW 5,2/5/2022 16:31:36
10905,43.03055829,-76.15351447,"301 Furman Street, Syracuse, NY, 13205",3,SW 1,2/5/2022 16:31:37
10906,43.0586192,-76.19919696,"1219 Avery Avenue, Syracuse, NY, 13204",0,SW 2,2/5/2022 16:31:37
10907,43.05857721,-76.19917043,"1217 Avery Avenue, Syracuse, NY, 13204",3,SW 2,2/5/2022 16:31:43
10908,43.05857135,-76.19918331,"1217 Avery Avenue, Syracuse, NY, 13204",3,SW 2,2/5/2022 16:31:48
10909,43.03081948,-76.15363983,"810 Midland Avenue, Syracuse, NY, 13205",5,SW 1,2/5/2022 16:31:53
10910,43.07254821,-76.1422726,"1510 Butternut Street, Syracuse, NY, 13208",0,SW 5,2/5/2022 16:32:01
10911,43.05878362,-76.19931212,"1229 Avery Avenue, Syracuse, NY, 13204",4,SW 2,2/5/2022 16:32:02
10912,43.03097224,-76.15368845,"808 Midland Avenue, Syracuse, NY, 13205",2,SW 1,2/5/2022 16:32:03
10913,43.07254272,-76.14227502,"1510 Butternut Street, Syracuse, NY, 13208",0,SW 5,2/5/2022 16:32:06
10914,43.03105371,-76.15365215,"813 Midland Avenue, Syracuse, NY, 13205",8,SW 1,2/5/2022 16:32:09
10915,43.03126408,-76.15369211,"809 Midland Avenue, Syracuse, NY, 13205",10,SW 1,2/5/2022 16:32:14
10916,43.0589602,-76.19931643,"1235 Avery Avenue, Syracuse, NY, 13204",0,SW 2,2/5/2022 16:32:20
10917,43.03141916,-76.1537516,"393 Cortland Avenue, Syracuse, NY, 13205",3,SW 1,2/5/2022 16:32:20
10918,43.03154606,-76.1536831,"393 Cortland Avenue, Syracuse, NY, 13205",8,SW 1,2/5/2022 16:32:25
10919,43.05900914,-76.19931723,"1237 Avery Avenue, Syracuse, NY, 13204",3,SW 2,2/5/2022 16:32:26
10920,43.0725355,-76.14228942,"1510 Butternut Street, Syracuse, NY, 13208",0,SW 5,2/5/2022 16:32:29
10921,43.03174488,-76.1533819,"391 Cortland Avenue, Syracuse, NY, 13205",8,SW 1,2/5/2022 16:32:33
10922,43.07253029,-76.14230261,"1510 Butternut Street, Syracuse, NY, 13208",0,SW 5,2/5/2022 16:32:35
10923,43.03193562,-76.15307425,"366 Cortland Avenue, Syracuse, NY, 13202",9,SW 1,2/5/2022 16:32:41
10924,43.05929152,-76.19934626,"1243 Avery Avenue, Syracuse, NY, 13204",5,SW 2,2/5/2022 16:32:42
10925,43.07252761,-76.14230453,"1510 Butternut Street, Syracuse, NY, 13208",0,SW 5,2/5/2022 16:32:44
10926,43.03205465,-76.15275469,"254 Martin Luther King West, Syracuse, NY, 13205",9,SW 1,2/5/2022 16:32:48
10927,43.07251667,-76.14232093,"1510 Butternut Street, Syracuse, NY, 13208",0,SW 5,2/5/2022 16:32:50
10928,43.0321354,-76.15239091,"240 Martin Luther King West, Syracuse, NY, 13202",10,SW 1,2/5/2022 16:32:55
10929,43.05953496,-76.19938049,"1301 Milton Avenue, Syracuse, NY, 13204",2,SW 2,2/5/2022 16:32:55
10930,43.07250884,-76.14233853,"1510 Butternut Street, Syracuse, NY, 13208",0,SW 5,2/5/2022 16:32:56
10931,43.07250457,-76.14234192,"1510 Butternut Street, Syracuse, NY, 13208",0,SW 5,2/5/2022 16:33:01
10932,43.05949283,-76.19925665,"1243 Avery Avenue, Syracuse, NY, 13204",6,SW 2,2/5/2022 16:33:01
10933,43.03222025,-76.15205478,"238 Martin Luther King West, Syracuse, NY, 13205",4,SW 1,2/5/2022 16:33:03
10934,43.0594317,-76.19919605,"1227 Milton Avenue, Syracuse, NY, 13204",1,SW 2,2/5/2022 16:33:07
10935,43.03230623,-76.15168788,"228 Martin Luther King West, Syracuse, NY, 13205",8,SW 1,2/5/2022 16:33:14
10936,43.07249617,-76.14234753,"1510 Butternut Street, Syracuse, NY, 13208",0,SW 5,2/5/2022 16:33:16
10937,43.07249879,-76.14236419,"1510 Butternut Street, Syracuse, NY, 13208",0,SW 5,2/5/2022 16:33:21
10938,43.03239792,-76.15131484,"212 Martin Luther King West, Syracuse, NY, 13205",9,SW 1,2/5/2022 16:33:22
10939,43.05914811,-76.19920864,"1243 Avery Avenue, Syracuse, NY, 13204",4,SW 2,2/5/2022 16:33:26
10940,43.03249521,-76.15093101,"208 Martin Luther King West, Syracuse, NY, 13205",9,SW 1,2/5/2022 16:33:30
10941,43.03258772,-76.15058061,"136 Martin Luther King West, Syracuse, NY, 13205",9,SW 1,2/5/2022 16:33:37
10942,43.05899482,-76.19920257,"1228 Avery Avenue, Syracuse, NY, 13204",0,SW 2,2/5/2022 16:33:39
10943,43.07251264,-76.14235171,"1510 Butternut Street, Syracuse, NY, 13208",0,SW 5,2/5/2022 16:33:46
10944,43.03267801,-76.15021997,"141 Martin Luther King West, Syracuse, NY, 13205",6,SW 1,2/5/2022 16:33:46
10945,43.05902678,-76.19921152,"1228 Avery Avenue, Syracuse, NY, 13204",0,SW 2,2/5/2022 16:33:47
10946,43.05149144,-76.11342221,"2030 Erie Boulevard East, Syracuse, NY, 13224",1,SW 3,2/5/2022 16:33:48
10947,43.05900728,-76.19919919,"1228 Avery Avenue, Syracuse, NY, 13204",2,SW 2,2/5/2022 16:33:53
10948,43.0724275,-76.14232735,"1510 Butternut Street, Syracuse, NY, 13208",4,SW 5,2/5/2022 16:33:54
10949,43.05146561,-76.11351337,"2030 Erie Boulevard East, Syracuse, NY, 13224",0,SW 3,2/5/2022 16:33:55
10950,43.03281864,-76.14988003,"124 Martin Luther King West, Syracuse, NY, 13205",3,SW 1,2/5/2022 16:33:57
10951,43.07228606,-76.14218419,"1998 Grant Boulevard, Syracuse, NY, 13208",6,SW 5,2/5/2022 16:34:00
10952,43.03284961,-76.14984818,"118 Martin Luther King West, Syracuse, NY, 13205",1,SW 1,2/5/2022 16:34:02
10953,43.05886241,-76.19920297,"1226 Avery Avenue, Syracuse, NY, 13204",3,SW 2,2/5/2022 16:34:06
10954,43.07222828,-76.14194695,"1923 Grant Boulevard, Syracuse, NY, 13208",8,SW 5,2/5/2022 16:34:06
10955,43.03289173,-76.14976505,"118 Martin Luther King West, Syracuse, NY, 13205",3,SW 1,2/5/2022 16:34:10
10956,43.05145764,-76.11350893,"2030 Erie Boulevard East, Syracuse, NY, 13224",0,SW 3,2/5/2022 16:34:11
10957,43.07225994,-76.14156748,"1900 Grant Boulevard, Syracuse, NY, 13208",11,SW 5,2/5/2022 16:34:12
10958,43.05141266,-76.11361101,"2030 Erie Boulevard East, Syracuse, NY, 13224",5,SW 3,2/5/2022 16:34:16
10959,43.07225721,-76.14134425,"1857 Grant Boulevard, Syracuse, NY, 13208",5,SW 5,2/5/2022 16:34:17
10960,43.05860519,-76.1990617,"1220 Avery Avenue, Syracuse, NY, 13204",4,SW 2,2/5/2022 16:34:24
10961,43.03299131,-76.14939906,"117 Martin Luther King West, Syracuse, NY, 13205",4,SW 1,2/5/2022 16:34:26
10962,43.05130445,-76.11395552,"Erie Boulevard Southern Sidewalk, Syracuse, NY, 13224-1110",3,SW 3,2/5/2022 16:34:27
10963,43.07227534,-76.14094891,"1838 Grant Boulevard, Syracuse, NY, 13208",6,SW 5,2/5/2022 16:34:30
10964,43.03300971,-76.14932481,"117 Martin Luther King West, Syracuse, NY, 13205",0,SW 1,2/5/2022 16:34:32
